id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
61878,MODERN LIVING AND FURNISHINGS,300211,Rita,,District 2,32.8169,-96.82018,Entire home/apt,80,30,45,2022-02-28,0.33,1,40,6,
247794,Private Room in North Dallas,78344,J. Yuriko,,District 10,32.88789,-96.7117,Private room,57,2,0,,,1,365,0,
776810,Goldies Bohemian Loft,4096626,Eric,,District 2,32.81462,-96.81586,Entire home/apt,75,5,29,2020-03-26,0.25,1,285,0,
795703,Amazing location walk to Downtown Dallas,4191322,Michelle,,District 14,32.80327,-96.80976,Entire home/apt,243,30,69,2021-11-19,0.62,1,270,1,
826118,Far North Dallas -- Blue Room,804559,Rod,,District 12,32.98825,-96.78926,Private room,54,2,17,2022-04-05,0.21,3,241,2,
826178,Far North Dallas -- Orange Room,804559,Rod,,District 12,32.98621,-96.78857,Private room,40,2,23,2020-01-31,0.22,3,25,0,
826201,Far North Dallas -- Gray Room,804559,Rod,,District 12,32.98853,-96.78903,Private room,54,2,22,2022-01-21,0.20,3,278,5,
860248,"Peaceful Home By the Lake: Safe, Cozy, Quiet",4505460,Judy,,District 9,32.85509,-96.70625,Private room,38,3,48,2022-04-08,0.70,3,39,16,
1056850,1928 VINTAGE OAK LAWN APTS SUITE 1,5821283,Kathy,,District 14,32.82181,-96.80816,Entire home/apt,95,2,125,2022-03-20,1.42,3,353,4,
1154424,"Uptown, Charming Studio 1B,Fast Free WiFi Parking",6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,98,3,91,2022-01-03,0.84,12,360,5,
1158488,Cozy 1BD in Lower Greenville Ave,5037857,Marie,,District 14,32.81723,-96.76775,Entire home/apt,99,3,188,2022-01-29,1.75,1,311,18,
1223427,"Bright Studio 1A, Free  Fast WiFi Parking Cable",6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,98,3,90,2021-11-02,0.84,12,357,2,
1277933,The Santa Fe Suite and Maxfield Parrish Suite,6904484,C. F. Sandy,,District 11,32.92449,-96.79062,Private room,65,1,32,2019-11-09,0.53,1,191,0,
1455406,Beautifully Furnished Condo-Addison,5881933,NatalieandItamar,,District 11,32.95481,-96.79989,Entire home/apt,99,30,12,2022-03-03,0.17,7,339,2,
1479800,Sunny/MStreet/SMU/Trendy Greenville/Private Bath,3809024,Holly,,District 14,32.83103,-96.7638,Private room,80,2,101,2022-02-26,0.96,3,0,5,
1488809,Vintage House Near Center of Dallas,7961670,Jill,,District 1,32.74566,-96.83436,Private room,55,1,705,2022-02-28,6.78,1,195,52,
1507428,"Uptown – Studio  #8, Free Fast WiFi Parking Cable",6063232,Joan,,District 14,32.81961,-96.78996,Entire home/apt,86,3,61,2022-02-28,0.58,12,295,4,
1627338,Bedroom in Quiet Minimal White Rock Lake Lakewood,3932821,Greg,,District 9,32.81088,-96.70323,Entire home/apt,35,60,0,,,2,0,0,
1636518,Private Suite in University Park 1 block from SMU,8691584,Barbara,,District 14,32.84291,-96.77761,Private room,70,2,111,2021-08-20,1.08,1,283,5,
1774599,White Rock Lake Apartment Condo,3932821,Greg,,District 14,32.81029,-96.73111,Entire home/apt,40,24,48,2019-03-09,0.47,2,0,0,
1826550,Private Room in Downtown Townhouse,9557710,Jeff,,District 14,32.78112,-96.79165,Private room,82,1,515,2022-03-26,5.04,4,12,71,
1832427,Beautiful 3BR Downtown Townhome,9557710,Jeff,,District 2,32.77805,-96.79362,Entire home/apt,399,2,133,2022-03-07,1.34,4,211,26,
1856710,Sunny Bedroom/MStreet/SMU/Trendy Greenville Ave,3809024,Holly,,District 14,32.83531,-96.77386,Private room,80,2,36,2021-11-08,0.35,3,254,1,
2082487,"Uptown Spacious Studio #2, Free Fast WiFi Parking",6063232,Joan,,District 14,32.820461,-96.789574,Entire home/apt,98,3,60,2021-11-28,0.59,12,221,4,
2120481,"Colorful, Contemporary Oak Lawn Townhouse With Worldly Decor",10812966,Craig,,District 2,32.80602,-96.81294,Private room,95,1,418,2020-08-19,4.26,1,314,0,
2169463,The French House,11067935,Thierry,,District 13,32.90005,-96.84828,Private room,85,1,42,2022-04-03,0.43,1,365,16,
2298612,Uptown - Walk to Everything,11740756,Jeff,,District 14,32.80558,-96.80313,Entire home/apt,128,2,269,2022-03-27,3.65,1,137,51,
2470835,Beautifully Furnished Condo-Addison,5881933,NatalieandItamar,,District 11,32.95509,-96.8033,Entire home/apt,89,30,17,2022-01-15,0.17,7,316,1,
2537593,Victor's Old East Dallas Bedroom,12993311,Jan,,District 2,32.7991,-96.75911,Private room,50,5,49,2022-04-02,0.50,2,256,4,
2707172,"Queen, Walk in Shower-TV-- Internet",12321313,Judith,,District 12,32.99264,-96.83711,Private room,78,1,11,2020-10-31,0.13,2,303,0,
2745099,Dallas- Private 2-Story Loft 6-Miles fm Downtown,14042475,Mina,,District 7,32.78619,-96.71823,Private room,40,31,30,2020-03-31,0.32,1,99,0,
2762537,Safe Uptown Studio 7A Free Fast WIFI Private Entry,6063232,Joan,,District 14,32.81821,-96.78901,Entire home/apt,98,3,73,2019-10-07,0.76,12,208,0,
2800000,real Bohemian NYC-style Art loft!,7173761,Fred,,District 7,32.77919,-96.76883,Private room,95,1,306,2022-03-20,4.60,1,176,24,
2843930,Sunny/Quiet/MStreet/SMU/Trendy GreenvilleAve,3809024,Holly,,District 14,32.8355,-96.77328,Private room,80,2,30,2022-03-11,0.32,3,255,5,
2888879,2 bf 1 bath - University Park Home,10667067,Jj,,District 12,32.99392,-96.87089,Entire home/apt,500,1,1,2015-07-27,0.01,1,0,0,
2958951,"Beautiful 2-BR/BA House, close  to downtown.",885061,Roberto,,District 14,32.79452,-96.78482,Entire home/apt,90,14,26,2022-01-02,0.27,3,7,4,
2985692,"Uptown - 1 bd #6, Fast WiFi Parking Great Location",6063232,Joan,,District 14,32.81848,-96.78926,Entire home/apt,113,3,56,2021-08-14,0.59,12,317,2,
3143997,Queen Size Suite Mid Town Dallas Private Home,15962199,Teena,,District 13,32.9247,-96.82748,Private room,48,3,59,2022-02-06,0.96,1,42,6,
3199397,European Touch near White Rock Lake,16213597,Alicia,,District 9,32.81929,-96.70964,Private room,65,2,36,2018-06-04,0.38,1,192,0,
3230663,Lone Star Darling,413304,Debbie,,District 1,32.746212,-96.858727,Entire home/apt,87,3,84,2021-12-27,1.11,1,130,14,
3401228,Artist Ranchette in Bishop Arts District Dallas,104258,Julie,,District 1,32.74839,-96.83105,Entire home/apt,148,2,178,2020-12-13,2.67,1,0,0,
3463371,"Uptown – Large 1 bd #1, Free Fast WiFi, Parking",6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,118,3,33,2022-02-27,0.36,12,345,1,
3622697,Dallas M Streets Apartment,14949514,Karen,,District 14,32.83357,-96.77196,Entire home/apt,75,1,317,2022-04-03,4.67,1,299,46,
3676585,Charming 'M Streets' Guest Cottage,6324192,Amy,,District 14,32.83104,-96.76606,Entire home/apt,97,2,274,2022-03-07,2.94,1,263,20,
3769472,CJs Cozy Farmhouse - One of a Kind Uptown Home,424335855,C.J.,,District 14,32.8163,-96.78663,Entire home/apt,249,2,33,2022-04-06,5.08,1,203,33,
3829594,MELROSE PLACE IN UPTOWN DALLAS 2BD,17424986,Naveed,,District 14,32.81796,-96.79358,Entire home/apt,69,20,19,2018-12-08,0.21,1,0,0,
4098495,Private Room & Bath in Oak Cliff,21257246,John,,District 1,32.73216,-96.83244,Private room,70,1,48,2022-03-18,0.52,1,364,8,
4110844,"Bedroom w/Balcony--Walk in closet,",12321313,Judith,,District 12,32.99339,-96.83601,Private room,84,1,9,2020-09-04,0.10,2,320,0,
4172233,Craftsman in North Oak Cliff,15695797,Keane,,District 1,32.72987,-96.84071,Entire home/apt,82,2,260,2022-01-01,2.84,1,0,21,
4311007,Walkable Dallas Urban Retreat By Downtown+KING Bed,14736042,Zagros,,District 14,32.81295,-96.76305,Entire home/apt,170,2,98,2022-01-16,1.08,1,241,12,
4311137,Zoë’s bird nest,12993311,Jan,,District 2,32.79756,-96.75751,Private room,50,5,25,2022-04-02,0.28,2,295,5,
4468874,Stay in the Heart of Dallas,23185639,J. Nicole,,District 1,32.76043,-96.81711,Private room,50,2,18,2022-03-27,3.07,1,89,18,
4630130,Long Term Rental in North Dallas,22330135,Lisa,,District 12,32.99791,-96.80412,Entire home/apt,239,3,47,2022-01-31,0.55,1,360,5,
4671587,Beautiful 3 Story Townhome - Downtown Dallas,23751816,Blake,,District 2,32.78085,-96.79107,Entire home/apt,259,2,223,2022-04-05,2.49,2,72,51,
4725037,Single family 3 bed 2 baths,16468063,Danny,,District 12,32.99379,-96.87141,Entire home/apt,300,6,21,2021-08-08,0.34,4,365,1,
4833160,East Uptown Townhome w/ City View,9649521,Cory,,District 14,32.80127,-96.78623,Private room,72,3,263,2022-03-28,2.98,1,0,25,
4842529,"Paris Room - 5Min to Dwntwn, Priv Bed w/attchdBth",24921413,Micah,,District 2,32.79443,-96.77559,Private room,100,300,51,2019-11-04,0.85,8,3,0,
4937446,Northeast Dallas,8361847,Timothe,,District 10,32.87459,-96.6936,Private room,60,2,3,2019-09-27,0.05,1,364,0,
4942190,Cozy Private Guesthouse 10 minutes from SMU & Lake,25470993,Joe,,District 9,32.85293,-96.74054,Entire home/apt,69,3,146,2022-03-30,3.06,1,71,34,
4979180,Modern Tudor w/Backyard Oasis,10435889,Tiffaney,,District 14,32.83063,-96.77932,Entire home/apt,810,2,157,2022-04-03,1.83,1,340,25,
5019741,"3 Bed 2 Bath, Downtown Townhome, Modern & Peaceful",9761734,Michael,,District 14,32.79689,-96.78413,Entire home/apt,135,28,61,2022-03-12,0.69,4,224,3,
5608008,Guest Quarters/Studio Apartment,9954289,Mark,,District 1,32.74084,-96.86823,Entire home/apt,64,4,57,2022-01-25,0.68,1,244,8,
5632405,Beautiful Bedroom w/ Private Bath,378749,Brian,,District 4,32.73462,-96.80998,Private room,45,2,21,2022-04-05,0.31,1,70,13,
5679835,Austin Stone Guest House,29447543,Mark,,District 14,32.8358,-96.76462,Entire home/apt,75,2,112,2022-04-03,1.31,1,331,28,
5692910,Blackbird Lofts,29514625,Lisa,,District 2,32.77722,-96.79086,Entire home/apt,318,3,176,2021-03-22,2.08,1,175,0,
5778671,Medical Professional Welcome,1294259,Ms Padilla,,District 6,32.87351,-96.85159,Private room,35,5,9,2020-02-03,0.11,2,363,0,
6100621,Beautifully Furnished in Addison,5881933,NatalieandItamar,,District 11,32.95545,-96.79985,Entire home/apt,79,30,14,2021-05-30,0.18,7,9,1,
6200898,Turtle Creek Condo,32157153,Jim,,District 14,32.80304,-96.80965,Private room,60,14,28,2022-02-04,0.33,1,30,3,
6913752,CONDO 1500 sq ft  PRIVATE sleep 5 Master king bed,20618407,Valarie,,District 12,32.99496,-96.84095,Entire home/apt,88,22,30,2022-03-06,0.38,11,0,6,
6914091,3 BD Organic Scent Free MidMod Home,6959904,Ashley,,District 13,32.90709,-96.863,Entire home/apt,245,4,35,2020-08-01,0.43,1,252,0,
7026747,Park Cities/SMU Area- 1/1 Fully Furnishedl Apt,36836619,Rhonda,,District 13,32.83809,-96.81011,Entire home/apt,142,2,59,2021-08-18,0.72,1,62,7,
7047741,Secluded Treasure in the Heart❤️ of the City,36887133,Vernon,,District 9,32.80841,-96.71194,Entire home/apt,81,3,473,2022-04-01,5.74,2,272,23,
7258293,Cozy Loft near Gexa Energy Pavillion,37999128,Mona,,District 5,32.76849,-96.69209,Entire home/apt,47,30,218,2022-03-16,2.67,1,37,26,
7597852,Homestay: International Travelers Only,1294259,Ms Padilla,,District 6,32.87167,-96.85274,Private room,30,5,4,2018-01-03,0.05,2,357,0,
7601082,Dallas/Bishop Arts Farmhouse,3527030,Sean,,District 1,32.74994,-96.83263,Entire home/apt,146,2,151,2022-03-27,1.86,1,341,34,
7627921,N. Dallas Private room & bathroom,40014595,Carlos,,District 13,32.92284,-96.81189,Private room,46,28,31,2022-03-04,0.42,2,2,2,
7715777,THE BEST DALLAS HAS TO OFFER WITH POOL AND SPA!!,24407447,Blake,,District 10,32.89686,-96.73039,Entire home/apt,543,2,197,2022-03-13,2.43,8,270,33,
7764568,Cozy Henderson Condo,40834515,Maria,,District 14,32.81618,-96.78264,Entire home/apt,100,28,31,2022-01-14,0.40,1,84,5,
8091577,"House near AT&T Stad., Globe Life, 6Flags, 4BDRM!",42512828,Monica,,District 3,32.73494,-96.92931,Entire home/apt,300,1,16,2022-01-03,0.20,2,365,11,
8194959,Cozy Guest Home/UTSW/Market Center/Uptown,11394453,Jeff,,District 2,32.83716,-96.82378,Entire home/apt,101,3,338,2022-04-04,4.48,1,58,44,
8214424,Room in a Two-bedroom Apt.,38499343,Meka,,District 12,32.98651,-96.77678,Private room,22,7,19,2020-03-10,0.24,1,70,0,
8311622,Town house home in heart of uptown,40543093,Michele,,District 14,32.81073,-96.81068,Private room,90,2,35,2021-10-09,0.44,1,340,1,
8340133,Contemporary Townhouse in Oaklawn,31848869,David,,District 2,32.80593,-96.81294,Private room,107,2,111,2022-04-08,1.39,1,334,10,
8356199,Lakehouse Private Dock & Hot Tub Casa Del Lago,44040536,Bryan And Malika,,District 9,32.92983,-96.51609,Entire home/apt,547,2,105,2022-03-18,1.50,1,113,30,
8452797,Lovely home near White Rock Lake,27100767,Ally,,District 9,32.85106,-96.70795,Entire home/apt,160,3,72,2022-03-18,0.91,1,194,9,
8513649,The Purple House of Bishop Arts,13030399,Katrina,,District 1,32.74825,-96.82864,Entire home/apt,178,2,239,2022-04-09,3.09,5,119,50,
8568055,Treehouse in Lower Greenville,38961725,Theresa,,District 14,32.82246,-96.76485,Entire home/apt,69,7,25,2022-01-14,0.32,1,203,5,
8629270,Brentfield House,45385076,Alan,,District 12,32.97356,-96.78553,Entire home/apt,400,2,11,2020-12-29,0.36,1,177,0,
8632368,4 min walk to train direct to downtown!,45238180,Gary,,District 6,32.91922,-96.89443,Private room,38,6,56,2022-04-06,0.71,1,327,12,
8632797,Cozy Living Room in 1B/1B Apartment,9858809,Max,,District 12,33.01179,-96.84653,Shared room,29,1,33,2016-07-25,0.42,1,100,0,
8716333,COZY 1 BEDROOM IN NORTH DALLAS,27296534,Katie,,District 11,32.95742,-96.8076,Private room,71,2,47,2018-04-06,0.59,1,365,0,
8731213,1000sf 2-story condo Knox/Henderson,45814261,Brian,,District 14,32.82166,-96.79399,Entire home/apt,115,60,24,2022-01-10,0.30,1,221,4,
8742873,"Private room, private bath & office/media room",45865766,Margaret,,District 12,33.00763,-96.83379,Private room,55,2,64,2022-03-17,0.81,1,255,18,
8799838,Oak Cliff Tiny House—Tranquil Oasis Near Bishop Art District,46111610,Kathi,,District 1,32.75659,-96.84458,Entire home/apt,147,2,434,2022-04-06,6.94,2,337,63,
9065056,1928 VINTAGE OAK LAWN APTS SUITE 2,5821283,Kathy,,District 14,32.82255,-96.80958,Entire home/apt,95,2,81,2022-04-03,1.17,3,265,9,
9075727,Charming pet friendly bungalow/central location!,40907479,Lisa,,District 13,32.85627,-96.84056,Entire home/apt,99,3,228,2022-03-31,3.37,6,350,9,
9079838,Clean & Comfortable King Bedroom in Dallas Proper,47350784,Michael,,District 14,32.81229,-96.75367,Private room,68,1,19,2022-04-04,0.26,2,351,11,
9094457,"Uptown - 1 bd  #7, Free Fast WiFi, Parking",6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,113,3,22,2020-11-25,0.29,12,298,0,
9294481,Peace Pad Retreat in the M Streets,2017907,Peter,,District 14,32.83198,-96.77129,Entire home/apt,118,14,26,2022-01-07,0.36,1,113,6,
9315963,Private Cottage Near Medical Center & Love Field.,48353455,Jamie,,District 2,32.8258,-96.82047,Entire home/apt,102,1,753,2022-04-08,9.73,1,68,110,
9415835,Historic Sanctuary in the City | Hera House,48821106,Dia,,District 14,32.81272,-96.76833,Entire home/apt,87,2,75,2022-02-20,0.97,1,330,17,
9461534,SMU Condo In Quiet Community,47783364,Adam,,District 9,32.84515,-96.76122,Entire home/apt,73,30,30,2022-02-25,0.39,3,268,3,
9462838,Industrial Chic Stay in Oaklawn 207,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,65,30,21,2022-01-30,0.31,9,312,5,
9527840,Cottage in Oak Cliff,47792621,Jay,,District 1,32.73396,-96.85481,Private room,60,1,47,2020-02-17,0.62,1,187,0,
9567794,"Spacious house 4BR/3,5BA + pool/spa near DFW",38220560,Johan,,District 6,32.94233,-96.96563,Entire home/apt,466,2,186,2022-03-13,2.40,1,327,22,
9575060,⚡️🍿PrivateMovieTheater🍿⚡️StudioApt Off GreenvilleAVE,23454864,Kim,,District 14,32.82244,-96.77187,Entire home/apt,114,1,553,2022-01-01,7.19,1,0,41,
9759515,Socozyluxe and Refined Guesthouse in Uptown / Oak Lawn,20205060,Stan,,District 14,32.81596,-96.81054,Entire home/apt,119,2,398,2022-03-20,5.38,3,295,47,
9776699,Tucked away in LargeTrees; 4000 sqft Peace & Quiet,28661636,Lorein,,District 3,32.67265,-96.91286,Entire home/apt,415,3,59,2021-11-09,0.77,1,363,4,
9923214,Heart of Uptown Luxury Apartment,28008128,Jonathan,,District 14,32.79888,-96.80342,Entire home/apt,197,2,9,2016-05-30,0.12,1,99,0,
9972620,Cozy M Street Apt 2BR/1BA; Perfect for Biz Travel,51244938,Taylor,,District 14,32.82813,-96.76474,Entire home/apt,113,3,53,2022-03-28,0.76,1,159,13,
10037035,Marble floors and Tiled shower in Oaklawn 107,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,73,30,35,2022-03-07,0.48,9,68,8,
10037226,Stay in Style! Heart of Dallas 106,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,62,30,20,2022-04-03,0.29,9,260,5,
10042361,Oaklawn furnished monthly rental 104,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,54,30,21,2021-12-31,0.29,9,250,3,
10162848,Cozy Bishop Arts-Private Room,28823091,Melissa,,District 1,32.75196,-96.83056,Private room,150,1,23,2017-01-29,0.30,4,313,0,
10313293,Dallas Bungalow - White Rock Lake,53066413,Jennifer,,District 9,32.84257,-96.74007,Entire home/apt,89,30,133,2021-08-14,1.75,1,244,2,
10354464,Charming 1 bedroom apt in historic home,27836510,Judy,,District 14,32.80187,-96.75521,Entire home/apt,105,2,118,2022-04-01,1.58,1,270,21,
10573546,Quaint Guest Cottage Highland Park/Dallas,37054522,Mark,,District 14,32.82134,-96.79602,Entire home/apt,127,1,187,2022-01-02,2.53,1,278,9,
10593020,Pecan Cottage,6211771,Frances,,District 9,32.80852,-96.71359,Entire home/apt,84,29,29,2021-12-23,0.39,1,253,4,
10660189,Corporate Apt! Modern Loft/Perfect Uptown Locale!,9761734,Michael,,District 14,32.81653,-96.80402,Entire home/apt,82,5,24,2022-02-26,0.32,4,223,5,
10766446,Private place near White Rock Lake! Patio & trees.,10603454,Jerod,,District 9,32.81443,-96.70419,Entire home/apt,48,1,4,2022-04-08,4,1,329,4,
10790134,Cozy Private Suite,2418969,Annie,,District 10,32.89372,-96.72845,Private room,47,2,205,2021-09-26,2.72,1,59,11,
10937337,Bedroom in a 2 /1 apt,22466034,Carlos,,District 2,32.82006,-96.82251,Private room,26,3,46,2020-02-16,0.61,1,240,0,
11136470,Charming Condo in Central Dallas,1237905,Manuel,,District 10,32.88142,-96.73385,Entire home/apt,72,30,43,2022-03-03,0.58,3,184,2,
11240927,"Bishop Arts, Dallas. Cozy craftsman home-Sleeps 7",28823091,Melissa,,District 1,32.7537,-96.83223,Entire home/apt,425,2,73,2021-06-27,0.99,4,253,4,
11241239,Bishop Arts Dallas :: Adorable Boho Chic Studio,28823091,Melissa,,District 1,32.75375,-96.83228,Entire home/apt,290,7,267,2021-06-27,3.64,4,283,3,
11370969,Historic Apartment with Balcony on Swiss Avenue,21699077,Elizabeth,,District 2,32.79873,-96.77395,Entire home/apt,92,2,59,2022-02-26,0.80,2,260,18,
11438478,Private Bedroom/Bath Inwood-Love Field Station,43889052,Israel,,District 2,32.82302,-96.83167,Private room,48,30,73,2022-03-01,1.18,4,95,5,
11444644,"Unit173 Corp 2Be/2Ba Condo,Med Dist",47650530,Ray,,District 2,32.8173,-96.83216,Entire home/apt,59,30,49,2022-01-30,0.66,1,281,3,
11498438,"Clean, quiet, balcony, washer and dryer, pool view",16783105,Mike,,District 11,32.88763,-96.77053,Entire home/apt,74,10,40,2022-01-31,0.57,6,251,6,
11510807,Luxurious & safe 3 lvl Oak Lawn/Highland Park!!,37273366,City,,District 14,32.81862,-96.80791,Entire home/apt,267,2,82,2021-12-04,1.33,3,339,6,
11533190,"Clean, comfy, wood floors, patio, gated, pool, w/d",16783105,Mike,,District 11,32.88491,-96.77128,Entire home/apt,69,10,37,2022-01-11,0.54,6,340,9,
11551096,Newly Listed - Private Pool House w/ Fenced Pool,60978791,Charles,,District 11,32.89721,-96.77555,Entire home/apt,114,3,24,2022-04-06,4.44,1,62,24,
11606945,Entire guest house in Preston Hollow,61431187,John,,District 11,32.90476,-96.80272,Entire home/apt,74,1,44,2021-08-08,0.60,1,222,3,
11639642,Lower Greenville Ave. Historic Duplex,249111,Carolyn,,District 2,32.81472,-96.77283,Entire home/apt,80,2,20,2022-01-01,1.24,1,67,14,
11656994,Two bedroom. Mid Century style close to everything,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,65,30,5,2022-01-22,0.07,9,287,2,
11674489,Entire Duplex 'A' in Bishop Arts *Near Everything*,31101090,Lupe,,District 1,32.74945,-96.82826,Entire home/apt,65,2,203,2022-03-25,3.73,2,116,43,
11757739,Nice cozy  house near Love Field,43889052,Israel,,District 2,32.84695,-96.82887,Entire home/apt,111,7,154,2022-02-12,2.09,4,107,36,
11773727,Charming Pool side Suite,62676658,Nadia,,District 12,33.00456,-96.78763,Private room,85,2,31,2019-10-23,0.42,1,365,0,
11883701,Private Room 2 Downtown Townhouse,9557710,Jeff,,District 2,32.77893,-96.79058,Private room,69,1,139,2020-02-09,1.97,4,2,0,
11966988,SoCozyToo Exec Suite Oaklawn/Uptown,20205060,Stan,,District 14,32.81669,-96.81073,Entire home/apt,167,2,393,2022-03-25,5.44,3,276,58,
11995979,Dallas Love,7892649,Lauryn,,District 6,32.87749,-96.86321,Entire home/apt,110,21,98,2022-03-28,1.35,1,0,11,
12049690,Comfortable and Modern Design House,64526429,Asher,,District 12,33.01158,-96.83751,Entire home/apt,274,1,270,2021-06-14,3.70,9,222,9,
12169059,Rare Gem in the Heart ❤️ of the City,36887133,Vernon,,District 9,32.80841,-96.71194,Entire home/apt,81,3,354,2022-04-04,5.02,2,22,12,
12230040,"Heart of Knox-Henderson, Private En Suite",53047362,Elly,,District 14,32.81819,-96.78866,Private room,68,1,25,2022-03-13,2.88,1,52,25,
12245554,"Uptown – Bright 1 bd #4, Free Fast WiFi, Parking",6063232,Joan,,District 14,32.81975,-96.79046,Entire home/apt,118,3,25,2021-11-18,0.35,12,297,9,
12397251,Luxurious 3BR townhome in West Village,24649217,Van And Lynn,,District 14,32.81185,-96.79686,Entire home/apt,599,2,14,2022-01-02,0.21,1,126,1,
12731709,Awesome Casa: Walk to Greenville!,75347198,Nic,,District 14,32.82716,-96.76485,Entire home/apt,150,2,212,2021-07-06,2.95,1,100,3,
12759576,Ravinia Bungalow,69410401,Jim,,District 1,32.74218,-96.86933,Entire home/apt,89,1,549,2022-04-08,7.79,1,262,154,
12874683,"Modern Ranch home, great location",70426569,Mary,,District 12,32.96816,-96.78682,Entire home/apt,249,2,2,2022-04-03,0.61,1,22,2,
12915291,PERFECT LOCATION-private 2BR condo in North Dallas,70820214,Edina And Joe,,District 11,32.94317,-96.81048,Entire home/apt,141,2,105,2022-03-26,1.47,1,330,3,
12973068,"Comfy, Cozy & the Perfect Location",43042344,Heath,,District 2,32.79576,-96.77105,Entire home/apt,85,7,191,2022-01-17,2.66,93,343,8,
12989680,Bed 4A Shared Space Top Bunk in Dallas!,59509385,Jeremy,,District 1,32.75427,-96.81428,Shared room,22,1,153,2022-02-14,2.13,8,81,11,
13042721,"M STREET HOUSE POOL SLEEPS 6 LOCAL, LOCAL, LOCAL",54424591,Bruce,,District 14,32.82835,-96.76814,Entire home/apt,379,3,122,2022-03-14,1.70,1,294,11,
13082432,Solo Traveler Only - Day and Night Space!,59509385,Jeremy,,District 1,32.75596,-96.81204,Shared room,39,1,222,2022-03-27,3.12,8,0,21,
13201433,**Brand NEW Urban Loft in Downtown Dallas**,72094342,Ashley,,District 2,32.77555,-96.79789,Entire home/apt,107,1,42,2022-04-05,7.46,1,107,42,
13262768,Chic ensuite room with  kitchenette/livingroom.,74141217,Fiona,,District 14,32.80227,-96.78656,Private room,58,2,207,2022-02-21,2.91,1,0,24,
13326792,Art Loft with Zen Den - Cedars / Downtown Dallas,61276660,M,,District 2,32.76758,-96.79105,Private room,84,2,36,2022-03-14,0.83,1,155,6,
13348105,New Decor! Private Studio Meets Needs & Much More!,71839752,Jonathan,,District 3,32.71103,-96.85882,Private room,121,2,131,2022-04-03,1.85,1,352,34,
13379582,Private Master Bedroom on trendy Lowest Greenville,76039395,Rob,,District 14,32.81582,-96.76825,Private room,74,2,60,2022-04-04,0.85,2,58,20,
13452559,"Comfy, Spacious & Ideally Located",43042344,Heath,,District 2,32.79573,-96.76978,Entire home/apt,85,5,206,2022-02-14,2.91,93,267,19,
13602580,Private Room Near the Airports,77091168,Qing,,District 6,32.93119,-96.96537,Private room,39,2,71,2021-11-28,1.01,3,22,1,
13604316,Private Room Near Airports,77091168,Qing,,District 6,32.92954,-96.96558,Private room,37,2,67,2021-11-28,0.95,3,23,1,
13618793,Beautifully furnished 2BD/2BA condo in Addison,5881933,NatalieandItamar,,District 11,32.95533,-96.80122,Entire home/apt,110,30,20,2022-02-12,0.29,7,270,3,
13635641,Sophisticated Gem near Downtown,23916014,Braden,,District 14,32.80039,-96.76521,Entire home/apt,118,19,4,2022-04-02,0.35,61,192,4,
14012867,《The Artist's Corner》💚 ARBORETUM TICKETS INCLUDED,10901678,Vera,,District 14,32.82206,-96.76311,Entire home/apt,80,1,432,2022-03-27,6.20,21,328,57,
14038228,Amazing 2 story loft with wood-burning fireplace,23916014,Braden,,District 14,32.81234,-96.75664,Entire home/apt,159,19,9,2022-03-30,0.14,61,343,5,
14058229,Private Bedroom/Bathroom in Non Smoking Household,1237905,Manuel,,District 13,32.89362,-96.87172,Private room,43,3,42,2019-12-26,0.62,3,0,0,
14109983,Delightful flat in the heart of Uptown/Oaklawn.,84990738,Teresa,,District 14,32.81481,-96.80844,Entire home/apt,115,1,329,2022-04-05,4.89,1,271,111,
14135160,Comfy Clean Spacious 2BD Townhouse,85293121,Lan,,District 13,32.87513,-96.75307,Entire home/apt,151,5,51,2022-04-04,0.80,1,90,12,
14231265,Charming cottage near Arboretum!,8753808,Julie,,District 9,32.81892,-96.701332,Entire home/apt,120,3,39,2021-11-29,0.57,1,0,13,
14232636,Home Away from Home,66493151,Shanese,,District 12,33.00497,-96.80123,Private room,55,1,2,2019-10-16,0.04,1,37,0,
14341244,Luxury Oasis in Lower Greenville/Lakewood,23916014,Braden,,District 14,32.8114,-96.75802,Entire home/apt,111,19,11,2022-04-04,0.52,61,350,8,
14372091,Sweet Retreat-Highland Park,82337322,Donna,,District 14,32.82067,-96.80682,Entire home/apt,475,2,15,2021-08-20,0.22,2,301,3,
14386734,"private entry and bath,   Dallas at your doorstep!",88358457,Jim,,District 2,32.82432,-96.83036,Private room,70,1,274,2022-04-03,3.97,1,46,78,
14430296,Cozy Room close to Downtown Dallas & SMU,42797060,Cindy,,District 14,32.84621,-96.76757,Private room,32,32,11,2019-01-18,0.17,1,0,0,
