id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48234322,Cozy Smart Home Near Downtown Dallas,233003254,Trey,,District 3,32.66497,-96.93929,Entire home/apt,85,1,0,,,1,0,0,
48234971,CozySuites | Spacious 2BR with SKY POOL,372592509,Victor From CozySuites,,District 14,32.78425,-96.79975,Entire home/apt,176,2,10,2022-03-12,0.74,51,358,7,
48247395,corpoartes uties,352383929,Aamir,,District 2,32.77655,-96.79634,Entire home/apt,400,21,0,,,1,89,0,
48249828,✨ Junior Suite with Two Double Beds at  Dallas Tx,389222640,Le Meridien Dallas,,District 11,32.93059,-96.81835,Entire home/apt,499,1,130,2022-03-27,10.29,2,74,129,
48250013,Immaculate Mid-Century Modern Condominium,50196537,Jane,,District 13,32.86654,-96.80224,Entire home/apt,45,90,2,2021-12-16,0.21,1,265,2,
48282023,Dallas Luxury New Build Great For Large Groups,128301317,Ray,,District 6,32.78464,-96.85094,Entire home/apt,372,2,85,2022-03-29,6.27,2,307,81,
48286603,Bishop Arts/Kessler Getaway - Unwind at the Jordan,236143,Val,,District 1,32.74855,-96.84645,Entire home/apt,80,3,48,2022-04-09,3.71,3,155,42,
48288149,Departamento completo,359680472,Beatriz,,District 3,32.73197,-96.99035,Entire home/apt,75,1,17,2022-04-06,1.60,3,242,17,
48288270,Dallas Boutique Flat + ARBORETUM TICKETS INCLUDED,10901678,Vera,,District 2,32.80646,-96.77957,Entire home/apt,84,1,44,2022-04-08,3.27,21,280,35,
48304706,"Glamorous, Luxury Rental in Prime Location",19791955,Dominique,,District 14,32.82489,-96.81324,Entire home/apt,199,7,0,,,1,364,0,
48315255,STUNNING LOFT STEPS AWAY FROM EVERYTHING & TURO,21262013,Jerrod & Mike,,District 14,32.78159,-96.79923,Entire home/apt,225,1,26,2022-03-10,2.01,3,34,24,
48316089,KING BED North Dallas PRIME Location/Sanitized +++,107412154,Chao,,District 13,32.90695,-96.87566,Entire home/apt,167,21,10,2022-02-16,0.84,1,336,10,
48319120,Unit Near Downtown - Dallas Luxury Apartments,387181404,Jaqualyn,,District 2,32.76906,-96.79715,Entire home/apt,79,1,4,2022-04-04,4,2,332,4,
48327774,Modern and Clean 1BR unit in Downtown Dallas || Free Valet Parking,181794187,Syed,,District 2,32.77841,-96.79706,Entire home/apt,88,2,40,2022-04-04,3.01,21,356,35,
48327777,1BR King | Downtown Views | Free Valet Parking | 14,181794187,Syed,,District 2,32.77658,-96.79641,Entire home/apt,88,2,64,2022-03-24,4.84,21,335,60,
48329988,Uptown Spacious 3BR Dallas (free parking/gym/pool),119531958,Bo And Joy,,District 14,32.82379,-96.78532,Entire home/apt,181,1,55,2022-03-22,4.07,14,68,45,
48330062,"Clean, cozy place of your own | 1BR in Addison",358058606,Casey,,District 11,32.96364,-96.8233,Entire home/apt,155,30,0,,,69,364,0,
48334174,"Daybed Room, Lots of Extras @ Paradise on the Lake",137104364,Steve & Josh,,District 9,32.92974,-96.47477,Private room,45,1,5,2022-04-01,2.68,4,236,5,
48334822,2 Bedroom | King Bed | Downtown Dallas | Free Valet Parking,181794187,Syed,,District 2,32.77862,-96.79701,Entire home/apt,115,2,42,2022-03-30,3.39,21,344,40,
48334823,Spacious 1BR w/ King Bed | Free Valet Parking | 23,181794187,Syed,,District 2,32.77798,-96.79504,Entire home/apt,102,1,56,2022-04-01,4.26,21,349,54,
48334824,1BR King | Downtown Views | Free Valet Parking,181794187,Syed,,District 2,32.77664,-96.79497,Entire home/apt,88,1,33,2022-03-25,2.61,21,349,32,
48334826,Spacious 1BR w/King Bed | Downtown Views | 17,181794187,Syed,,District 2,32.77852,-96.79703,Entire home/apt,89,1,51,2022-04-04,3.94,21,342,47,
48342460,MODERN LUXURY - Minutes to Uptown / Downtown!,43042344,Heath,,District 2,32.80234,-96.78383,Entire home/apt,335,2,26,2022-03-21,1.95,93,324,21,
48345248,"XL 2x2|Patio|Pool|Parking|BBQ|Near Luv, Eats &Mall",314010499,Vanity,,District 2,32.81511,-96.81812,Entire home/apt,140,1,80,2022-04-04,5.97,4,8,70,
48347999,Comfortable Living,246624102,Nakia,,District 2,32.7916,-96.8094,Entire home/apt,84,2,0,,,1,333,0,
48362330,"Entire 1 bed Apt, top floor at Knox!",8950760,Troy,,District 14,32.82522,-96.7868,Entire home/apt,125,10,11,2022-03-17,1.02,2,356,11,
48367394,Big Tex house on Urban Side - Large yard/Fire pit,346609412,Ar,,District 2,32.78504,-96.75895,Entire home/apt,388,1,90,2022-03-27,6.87,3,322,83,
48382553,"COZY, JUNGLE GETAWAY IN MIDDLE OF CITY!",13935640,K,,District 10,32.90229,-96.7515,Entire home/apt,115,2,13,2022-01-02,0.96,1,152,11,
48384788,"Super Cute Place,Close to Galleria mall & Addison",37251959,John,,District 13,32.92466,-96.82581,Private room,38,28,7,2021-11-30,0.56,2,146,6,
48394200,The Urban Explorer | Free WIFI + Parking,386021104,Ci Management,,District 14,32.82172,-96.76881,Entire home/apt,80,1,54,2021-12-01,4.05,8,289,49,
48404397,Uptown Retreat- City Escape,390737397,JDK Management Services,,District 14,32.80182,-96.79987,Entire home/apt,120,2,42,2022-03-25,3.52,1,40,42,
48404493,Natural Sabbatical | Unwind here + Reliable Wifi,386021104,Ci Management,,District 14,32.82342,-96.76896,Entire home/apt,80,1,51,2022-01-03,3.83,8,248,40,
48421068,The Escape @ Downtown Dallas Boutique Hotel,356412388,Lorenzo,,District 2,32.77183,-96.79478,Private room,450,1,0,,,14,0,0,
48423702,Deluxe Double Queen Room @ Boutique Hotel,356412388,Lorenzo,,District 2,32.77179,-96.79629,Private room,179,1,36,2022-02-13,2.75,14,66,33,
48424066,Deluxe King @ Downtown Dallas Boutique Hotel,356412388,Lorenzo,,District 2,32.77232,-96.79472,Private room,179,1,81,2022-03-26,6.12,14,56,76,
48438703,Deluxe Double Queen Room @ Boutique Hotel,356412388,Lorenzo,,District 2,32.77163,-96.79473,Private room,179,1,28,2022-03-27,2.18,14,66,26,
48439175,Deluxe Double Queen Room @ Boutique Hotel,356412388,Lorenzo,,District 2,32.77152,-96.79675,Private room,179,1,30,2022-03-20,2.29,14,62,28,
48439768,Deluxe Double Queen Room @ Boutique Hotel,356412388,Lorenzo,,District 2,32.77304,-96.79486,Private room,179,1,28,2022-03-27,2.14,14,57,27,
48439944,Deluxe King @ Downtown Dallas Boutique Hotel,356412388,Lorenzo,,District 2,32.77292,-96.79661,Private room,179,1,50,2022-03-20,3.87,14,63,45,
48440112,A place to call home | Studio in Dallas,358058606,Casey,,District 14,32.78826,-96.79019,Entire home/apt,131,30,0,,,69,365,0,
48440861,Deluxe King @ Downtown Dallas Boutique Hotel,356412388,Lorenzo,,District 2,32.77347,-96.79506,Private room,179,1,60,2022-03-27,4.50,14,58,55,
48442555,Corner King Suite @ Downtown Dallas Boutique hotel,356412388,Lorenzo,,District 2,32.77215,-96.79455,Private room,250,2,22,2021-11-21,1.71,14,80,21,
48442606,Spacious 2 Bedroom 2 Bath Lower Greenville,23916014,Braden,,District 14,32.80189,-96.7662,Entire home/apt,130,19,3,2022-02-25,0.23,61,254,2,
48450360,The Vintage Stellar | Lower-Greenville Ave,386021104,Ci Management,,District 14,32.8222,-96.76712,Entire home/apt,80,1,84,2022-03-29,6.30,8,261,68,
48463054,* ORCHID HOUSE * Contemporary Retreat House,109496213,Rosana Luz,,District 13,32.88654,-96.83417,Entire home/apt,400,3,24,2022-01-31,2.01,4,2,24,
48464521,Zzz-Comfy 2BR Knox Henderson Dallas (free parking),119531958,Bo And Joy,,District 14,32.82405,-96.78446,Entire home/apt,156,1,65,2022-03-23,4.91,14,68,57,
48466635,Bishop Arts Airbnb Gem,109496213,Rosana Luz,,District 1,32.74774,-96.82917,Entire home/apt,77,1,90,2022-03-21,6.75,4,128,88,
48470470,Las Colinas Modern Clean 1BR,390812133,Essence,,District 6,32.86748,-96.93166,Entire home/apt,92,3,10,2022-01-20,0.76,4,159,5,
48487582,🇯🇲ONE🇯🇲LOVE🇯🇲 : Urban Island Retreat | Downtown Vibes,353891710,Ron,,District 2,32.77678,-96.79649,Entire home/apt,109,1,52,2022-02-03,3.92,3,161,43,
48488685,BOHO Living -Bishop Arts District Mins to Downtown,998462,Robert,,District 1,32.74166,-96.85597,Entire home/apt,225,2,23,2022-03-14,1.76,7,365,20,
48491153,City Views on the Balcony,7320101,Joan,,District 14,32.78162,-96.79864,Entire home/apt,175,2,10,2021-06-20,0.80,1,0,8,
48501346,Kitchen + Laundry - NEAR AIRPORT/HWYS,132542745,Chase,,District 13,32.90664,-96.87823,Private room,52,1,26,2022-03-13,1.99,2,74,24,
48508450,A place to call home | 1BR in Dallas,358058606,Casey,,District 14,32.78881,-96.78879,Entire home/apt,154,30,0,,,69,365,0,
48509186,Amazing 1BR(free parking/gym/pool) Knox Henderson,119531958,Bo And Joy,,District 14,32.82409,-96.78498,Entire home/apt,117,1,58,2022-03-26,4.51,14,0,52,
48518073,$Summer Breeze Shared Living Space(Rm1/3-Top Bunk),113587095,Tim,,District 7,32.74832,-96.75818,Shared room,20,3,7,2022-02-07,0.56,21,313,6,
48523208,3 Story Brand New Modern Downtown Condo (2000 sft),48254785,Rhyan,,District 14,32.79922,-96.78566,Entire home/apt,199,45,4,2021-12-19,0.40,1,201,4,
48530649,Super DREAMY 1Bdrm! For A PERFECT STAY In DALLAS!!,314037588,Rebecca,,District 11,32.93803,-96.81854,Entire home/apt,111,1,56,2022-02-15,4.29,1,0,49,
48541503,"""The Boss PentHouse""",161573192,Jessica,,District 14,32.7836,-96.80011,Entire home/apt,180,1,10,2021-06-20,0.79,1,0,7,
48545370,"Clean, cozy place of your own | 1BR in Addison",358058606,Casey,,District 11,32.96452,-96.8237,Entire home/apt,157,30,0,,,69,365,0,
48548784,The Popup Hut at Lake Highlands,79729416,David,,District 10,32.88772,-96.70884,Private room,42,1,9,2021-04-17,0.68,1,0,3,
48550572,★Cozy 1BR Apt| Near DT|Deep Ellum| LowerGreenville,381968845,Mark,,District 2,32.8028,-96.77036,Entire home/apt,115,1,16,2022-02-27,1.23,22,358,13,
48558642,Oak Lawn 🌈 Turtle Creek 🍇 Parkland | Pool | Pets ♥️,378270433,Argest,,District 2,32.82084,-96.82341,Entire home/apt,163,1,23,2022-03-24,1.76,10,76,20,
48563007,BEST POOL LAKE HOUSE on Lake Ray Hubbard 4BR/3BA,243684656,Wes And Breanne,,District 9,32.91371,-96.53747,Entire home/apt,355,2,15,2021-08-29,1.25,3,249,15,
48563711,Beautiful & Spacious Retreat Home.!!,391809327,Rodolfo,,District 9,32.8843,-96.56399,Entire home/apt,213,2,52,2022-03-20,4.07,1,145,48,
48569239,Apartment ❤️ Hotspot area,235249129,Blanca,,District 11,32.96069,-96.8232,Entire home/apt,125,2,11,2022-01-16,0.98,3,357,11,
48569466,Love Airport -Texas Corporate Housing Studio,297031604,Texas Corporate Housing,,District 2,32.82628,-96.84013,Entire home/apt,101,1,10,2022-02-10,0.77,6,200,8,
48584135,The Belonging | Lower-Greenville Ave,386021104,Ci Management,,District 14,32.82219,-96.76892,Entire home/apt,80,1,50,2022-01-01,3.85,8,245,45,
48587656,Worry-free stay near Downtown with Free Parking,376399998,Peace Of Mind,,District 2,32.80133,-96.75894,Entire home/apt,95,1,12,2021-12-20,0.93,4,69,9,
48597823,Lux & Cozy @ Medical Center|Dwtwn |King-Size | 1BR,339857476,Andela,,District 2,32.82579,-96.84991,Entire home/apt,130,1,14,2022-01-15,1.08,20,167,10,
48602991,Upscale Uptown Estate in heart of Dallas,389385913,Marina,,District 14,32.796,-96.79956,Entire home/apt,318,2,33,2022-04-03,2.53,18,361,32,
48612724,Uptown/Downtown Dallas 2BR (free parking/gym/pool),119531958,Bo And Joy,,District 14,32.82514,-96.78457,Entire home/apt,156,1,45,2022-03-25,3.44,14,75,42,
48613275,🔥 Amazing Deck-Nintendo Switch-15 min to DT,192264913,Viviana,,District 9,32.82226,-96.68139,Entire home/apt,201,3,48,2022-03-27,3.76,2,184,45,
48627086,Perfect Place In The City! Leads Out To Pool,322041675,Rachel,,District 14,32.80581,-96.79679,Entire home/apt,188,1,24,2022-04-05,1.84,10,279,18,
48627776,Dallas Peacock House! 🦚🏠 2br/1b + backyard,121544944,Taylor,,District 4,32.72784,-96.81983,Entire home/apt,148,2,37,2022-04-04,2.88,3,356,36,
48629040,"Comfortable, bright home in East Dallas.",10323464,Melissa,,District 7,32.78591,-96.68975,Entire home/apt,82,7,3,2021-12-24,0.68,1,4,3,
48630037,Hotspot area❤️ extremely clean apartment!,235249129,Blanca,,District 11,32.96221,-96.82369,Entire home/apt,195,2,14,2022-04-02,1.53,3,358,14,
48630828,Hidden Gem on the East Side!,4926666,Jammeshia,,District 9,32.82937,-96.67562,Entire home/apt,115,3,35,2022-04-05,3.12,1,87,35,
48638531,Sleep 6 City Side Condo 3mins From Downtown Dallas,204853446,Vip Stays,,District 2,32.76572,-96.79011,Entire home/apt,146,2,46,2022-03-02,3.64,5,38,45,
48641786,Bright Uptown Apartment With View & HUGE Balcony!,322041675,Rachel,,District 14,32.80664,-96.79716,Entire home/apt,186,1,32,2022-04-03,2.46,10,302,29,
48641967,★Cozy 2BR Apt|Near DT|Deep Ellum| LowerGreenville,381968845,Mark,,District 2,32.80487,-96.77107,Entire home/apt,86,1,23,2022-03-22,1.79,22,364,21,
48642445,Getaway In This Spacious Apartment w/ Work Space!,322041675,Rachel,,District 14,32.80702,-96.79663,Entire home/apt,188,1,18,2022-04-03,1.44,10,301,17,
48642664,Colorful Yet Cozy Apartment In Uptown Dallas!,322041675,Rachel,,District 14,32.80562,-96.79515,Entire home/apt,184,1,43,2022-03-26,3.33,10,308,40,
48643259,Spacious Apartment In Beautiful Uptown Dallas!,322041675,Rachel,,District 14,32.80514,-96.79699,Entire home/apt,194,1,31,2022-04-01,2.43,10,301,28,
48643661,Downtown Views | Entire Apartment,384233344,Adrienne,,District 6,32.79067,-96.82812,Entire home/apt,98,1,93,2022-04-09,7.75,1,118,93,
48655424,Love Airport -Texas Corporate Housing Studio,297031604,Texas Corporate Housing,,District 2,32.82438,-96.84074,Entire home/apt,101,1,16,2022-03-20,1.29,6,191,15,
48655592,Texas Corporate Housing Solutions Professional Apt,297031604,Texas Corporate Housing,,District 10,32.86747,-96.73605,Entire home/apt,95,2,12,2022-03-13,1.16,6,108,12,
48655734,Texas Corporate Housing Solutions Professional Apt,297031604,Texas Corporate Housing,,District 10,32.86711,-96.73652,Entire home/apt,95,1,15,2022-03-27,1.28,6,118,15,
48678873,Large Bedroom + Laundry/Kitchen - Near Airports,132542745,Chase,,District 13,32.90517,-96.87536,Private room,45,1,1,2022-02-18,0.58,2,0,1,
48694008,Preston Hollow Gem with Backyard Oasis,78782006,Noel,,District 13,32.86743,-96.80207,Entire home/apt,800,2,6,2022-04-03,0.61,1,236,6,
48706323,Welcome to the Meadows,341197140,Brandy,,District 13,32.88679,-96.76807,Entire home/apt,189,2,3,2021-04-11,0.23,1,354,1,
48711827,Newly Remodeled with a Pool! Centrally Located!,20723063,Vlad,,District 12,32.98717,-96.87772,Entire home/apt,301,4,5,2022-03-27,0.89,1,90,5,
48718345,The Simple Life,393029413,R.J.,,District 6,32.90176,-96.91877,Entire home/apt,97,3,8,2022-03-25,0.62,1,4,7,
48718509,Modern North Dallas one bedroom private condo,52127894,Andre,,District 12,33.00127,-96.80374,Entire home/apt,90,5,6,2021-12-30,0.48,9,138,5,
48737608,Luxury Compound on the edge of Deep Ellum,5422432,Alan-Michael,,District 2,32.79182,-96.7638,Entire home/apt,550,3,44,2022-03-27,3.77,1,310,44,
48750747,Awesome Central Location - 2 bed - 2 bath - Pool!,9124824,Kevin,,District 2,32.81231,-96.8162,Entire home/apt,260,45,5,2021-10-25,0.66,7,275,5,
48751587,Modern 2BR Townhome w/ Resort Pool & Parking,213565028,The Key,,District 11,32.92976,-96.82483,Entire home/apt,175,2,50,2022-04-03,3.89,1,150,49,
48756056,One Bedroom Apartment- Access to all DFW!,329464978,Aly,,District 10,32.91516,-96.73698,Entire home/apt,70,7,12,2022-01-15,0.97,35,268,10,
48760118,Cozy Gem in the Heart of Uptown Location!Location!,386071477,Donnie,,District 14,32.80583,-96.80184,Entire home/apt,116,2,34,2022-03-19,2.81,1,79,34,
48773138,★Charming 1BR Retreat★|Near DT/Deep Ellum|♛KingBed,381968845,Mark,,District 2,32.80308,-96.76976,Entire home/apt,89,1,8,2022-03-18,0.65,22,364,7,
48776444,Spacious 1BR w/ SKY POOL | CozySuites,372592509,Victor From CozySuites,,District 14,32.78186,-96.79994,Entire home/apt,136,2,20,2022-03-22,1.73,51,282,20,
48776487,Bold 2BR 2BA w/ SKY POOL | CozySuites,372592509,Victor From CozySuites,,District 14,32.7807,-96.79982,Entire home/apt,180,2,17,2022-04-04,1.35,51,324,16,
48776520,Stylish 2BR Apartment | Elm Street | CozySuites,372592509,Victor From CozySuites,,District 14,32.78078,-96.79789,Entire home/apt,186,2,28,2022-03-18,2.22,51,342,25,
48776565,Modern 2BR 2BA w/ SKY POOL | CozySuites,372592509,Victor From CozySuites,,District 14,32.78215,-96.79976,Entire home/apt,186,2,18,2022-03-22,1.53,51,346,18,
48792439,Best Sky Pool in Dallas | 2BR 2BA | CozySuites,372592509,Victor From CozySuites,,District 14,32.78426,-96.80146,Entire home/apt,176,2,8,2021-08-15,0.76,51,347,8,
48792541,CozySuites | Luxe 1BR Apartment | KING BED,372592509,Victor From CozySuites,,District 14,32.7822,-96.80135,Entire home/apt,123,2,13,2022-02-17,1.09,51,353,13,
48792602,Stunning 2BR 2BA w/ SKY POOL | CozySuites,372592509,Victor From CozySuites,,District 14,32.78398,-96.80149,Entire home/apt,176,2,16,2022-04-03,1.32,51,348,16,
48792697,CozySuites | Modern 2BR 2BA Apartment,372592509,Victor From CozySuites,,District 14,32.78431,-96.80143,Entire home/apt,176,2,7,2022-02-14,0.58,51,353,7,
48792786,CozySuites | TWO Bold Apartments | SKY POOL,372592509,Victor From CozySuites,,District 14,32.78259,-96.79966,Entire home/apt,436,2,9,2021-12-10,0.74,51,336,9,
48792858,CozySuites | TWO Modern Apartments | SKY POOL,372592509,Victor From CozySuites,,District 14,32.78389,-96.80124,Entire home/apt,436,2,1,2021-11-19,0.21,51,339,1,
48795300,"Comfortable Living in Dallas, Texas",380552946,Justin,,District 12,32.99222,-96.84972,Shared room,55,1,0,,,1,0,0,
48812503,Arts District Suite | Pool + Gym + Fire Pit🔥,391994705,Nadiyah,,District 14,32.79155,-96.79212,Entire home/apt,197,2,28,2022-04-03,2.35,3,232,28,
48824168,Spacious Modern Studio near Restaurants &Fast Wifi,47055693,Gabriel,,District 14,32.81914,-96.76709,Entire home/apt,128,1,29,2022-04-03,2.36,22,329,28,
48826448,Amazing north Dallas condominium! Very homey feel.,348669914,Qualin,,District 11,32.92576,-96.77653,Entire home/apt,80,2,0,,,1,0,0,
48827569,The NEW Contemporary Studio in Lower Greenville ⭐️,47055693,Gabriel,,District 14,32.81925,-96.76723,Entire home/apt,112,1,46,2022-04-01,3.82,22,338,46,
48827761,Newly Renovated Apt Lower Greenville | Fast Wifi,47055693,Gabriel,,District 14,32.81921,-96.76641,Entire home/apt,131,1,53,2022-04-03,4.29,22,341,52,
48828049,NEW Renovated Cozy Apt  | Free Coffee | King Bed,47055693,Gabriel,,District 14,32.81901,-96.76711,Entire home/apt,121,1,47,2022-03-27,3.79,22,336,46,
48828154,NEW Contemporary Studio in Lower Greenville ⭐️,47055693,Gabriel,,District 14,32.81923,-96.76695,Entire home/apt,99,1,39,2022-04-03,3.15,22,340,38,
48828270,NEW Modern Studio Lower Greenville | Fast WiFi ⭐️,47055693,Gabriel,,District 14,32.81949,-96.76503,Entire home/apt,99,1,30,2022-03-26,2.50,22,342,30,
48831343,"Clean, cozy place of your own | 2BR in Addison",358058606,Casey,,District 11,32.96396,-96.82449,Entire home/apt,185,30,0,,,69,365,0,
48842944,YOUR BEST STAY IN DOWNTOWN DALLAS‼️,204853446,Vip Stays,,District 14,32.78258,-96.80028,Entire home/apt,231,1,24,2022-03-27,1.94,5,81,22,
48846826,Private Bedroom Inside Art House,134784483,Illy,,District 6,32.79262,-96.88443,Private room,45,1,4,2022-04-07,4,1,149,4,
48849468,#2 Private room with shared bathroom,8563618,Robin,,District 5,32.73994,-96.6421,Private room,60,30,0,,,5,89,0,
48853419,The Place You Want to Be (Like Home),131915909,Josey,,District 6,32.79819,-96.81944,Private room,75,3,2,2021-10-11,0.22,1,325,2,
48853570,"IT WAS ALL A DREAM - Downtown,Penthouse VIEWS",353891710,Ron,,District 2,32.77844,-96.79495,Entire home/apt,150,1,81,2022-03-21,6.43,3,0,78,
48863967,PERFECT 2 BED|2.5 BATH TOWNHOME - LOWER GREENVILLE,304582478,Ratio,,District 2,32.8058,-96.77265,Entire home/apt,154,1,30,2022-03-25,2.42,6,340,29,
48865512,Momo's cozy Dallas home1 (2BR/2BA),247532731,Momo,,District 11,32.95511,-96.80106,Entire home/apt,93,1,46,2022-03-25,4.05,3,240,46,
48883631,JUST LISTED! Completely Renovated 3/2 with Yard,300807248,Nick,,District 14,32.81858,-96.81077,Entire home/apt,120,30,7,2022-03-20,0.76,3,253,7,
48883881,⭐️ NEW Renovated Modern Home in Lower Greenville ⭐️,47055693,Gabriel,,District 14,32.821,-96.76548,Entire home/apt,767,1,5,2021-10-10,0.48,22,327,5,
48885570,Historic Condo with Balcony in a busy loud area.,2852905,Josh,,District 14,32.80275,-96.80058,Entire home/apt,88,4,32,2022-04-05,2.64,2,15,32,
48914935,Exquisite Oak Lawn Condo with Plush King Bed,63006546,Liz,,District 14,32.81375,-96.80823,Entire home/apt,147,1,44,2022-04-04,6.26,1,56,44,
48916933,Bishop Arts Bungalow Escape,394555717,Dustin,,District 1,32.74646,-96.83449,Entire home/apt,230,2,42,2022-04-01,3.40,1,168,41,
48934437,"Lila's Urban Retreat""",362068859,Liz,,District 2,32.80301,-96.74571,Entire home/apt,161,1,82,2022-03-28,6.74,1,328,82,
48937183,Cozy Oak Lawn Loft,9124824,Kevin,,District 2,32.81232,-96.81623,Entire home/apt,58,30,5,2022-01-15,0.44,7,358,5,
48939528,Downtown Dallas NEW QUEEN BED NEAR EVERYTHING,372441585,Tricia,,District 14,32.80237,-96.79272,Entire home/apt,105,1,19,2022-03-16,1.60,2,10,19,
48940151,Quiet 2BR townhome by DOWNTOWN*prime location,112627405,Victoria & Jake,,District 14,32.79543,-96.78598,Entire home/apt,196,5,23,2022-04-06,1.92,6,89,23,
48941861,"Room ""C"" (Private Room) in Hostel-style House",233729173,Host Team,,District 1,32.75225,-96.82457,Private room,44,1,18,2022-03-22,1.51,15,178,18,
48951473,Guest House in Oak Lawn Neighborhood by Katy Trail,2583788,Joel,,District 14,32.81615,-96.80012,Entire home/apt,134,2,27,2022-04-06,2.26,1,327,27,
48953414,Beautiful stay in Dallas,359214052,Cecil,,District 12,32.99243,-96.84727,Entire home/apt,111,3,11,2022-04-01,0.92,8,294,11,
48958340,Exclusive private getaway in (Uptown) City Place,386064353,Destiny,,District 14,32.80201,-96.79086,Entire home/apt,110,2,0,,,1,0,0,
48959571,☆CRAFTSMAN ON THE PARK☆ King Bed & Private Parking,51662786,Shelby,,District 2,32.79685,-96.77171,Entire home/apt,113,2,38,2022-03-18,3.22,22,137,38,
48959599,SOVA Micro-Room & Social Hotel (+Coffee/Cocktails),394876715,Blake,,District 14,32.78112,-96.79293,Private room,137,1,136,2022-04-02,23.05,1,363,136,
48961872,Duplex in Bishop Art District w Outdoor Space,394898472,Renee,,District 1,32.75235,-96.82224,Entire home/apt,210,2,38,2022-03-20,3.12,1,344,38,
48964226,Central Dallas- Downtown Dallas/Knox Henderson.,159237287,Elevate Realty Elite,,District 2,32.80522,-96.77279,Entire home/apt,81,3,48,2022-03-23,3.91,1,118,47,
48974732,#3 Private bedroom with shared bathroom,8563618,Robin,,District 5,32.74029,-96.64365,Private room,50,30,0,,,5,89,0,
48976269,*King Zen Suite*Fast WiFi *Pool*Walkable*Parking*,356937526,Lisa,,District 10,32.87648,-96.73396,Entire home/apt,99,1,2,2021-08-16,0.24,1,0,2,
48977303,#5 Private room with private bathroom,8563618,Robin,,District 5,32.74034,-96.64359,Private room,60,30,0,,,5,89,0,
48988649,ASAP ROOMS - Weekly or Monthly (UNFURNISHED),353859340,LeAndra,,District 7,32.75315,-96.76766,Private room,125,7,0,,,1,0,0,
48991653,Comfortable Home near Six Flags and AT&T Stadium,395109663,Le',,District 3,32.72753,-96.98464,Entire home/apt,199,2,23,2022-03-28,3.50,4,67,23,
48996854,Texas Corporate Housing Solutions Apt,297031604,Texas Corporate Housing,,District 10,32.86921,-96.73768,Entire home/apt,95,1,8,2022-02-20,0.66,6,129,8,
48997538,Newly Remodeled 4 Bedroom Home/10 Min. to Downtown,43042344,Heath,,District 4,32.74219,-96.80071,Entire home/apt,212,3,16,2021-11-28,1.29,93,274,15,
49004094,"Luxury House with Heated Pool and Spa, 4 Bedrooms",41414696,Matan,,District 12,33.0,-96.7884,Entire home/apt,886,30,0,,,2,250,0,
49030192,Secure Condo Near Hottest Part of North Dallas,53744902,Adoha,,District 11,32.94211,-96.81218,Entire home/apt,180,30,0,,,1,149,0,
49041059,COZY DALLAS FARMERS MARKET GETAWAY,288736110,Olivia,,District 2,32.7762,-96.79014,Entire home/apt,98,2,68,2022-04-03,5.59,3,49,68,
49044067,Modern furnished Condo off Addison  & DNT,230943102,Femi,,District 11,32.96482,-96.81996,Entire home/apt,159,3,14,2022-01-17,1.15,1,359,14,
49045014,Oaklawn|Pool|Parking|Balcony|Gym|Near Food & Mall,314010499,Vanity,,District 2,32.81545,-96.81995,Entire home/apt,116,1,44,2022-04-03,3.76,4,68,44,
49045403,DoubleRoom|Downtown Dallas|Deep Ellum76416|,363376274,Krev,,District 14,32.78064,-96.80341,Entire home/apt,153,2,6,2022-02-20,0.73,8,358,6,
49045552,New Listing! Desert Sunset Near Galleria/Medical City,356896257,Michael,,District 11,32.92606,-96.77538,Entire home/apt,113,30,2,2021-12-27,0.39,10,102,2,
49050690,Heart of Deep Ellum 2B/2B Dallas Luxury Living!,297799135,Chris,,District 2,32.78335,-96.78111,Entire home/apt,185,2,20,2022-01-03,2.26,3,3,20,
49060692,"Picturesque Lakeview Condo! Waterfront w/Outside Deck, Fishing, Close to Restaurants and Shopping!",246234936,ITrip Vacations Fort Worth,,District 9,32.86149,-96.53816,Entire home/apt,111,2,32,2022-04-01,2.83,1,125,32,
49074631,Cozy studio Apartment in the heart of Dallas,395512620,Kosi,,District 6,32.77581,-96.83114,Entire home/apt,115,2,1,2021-04-10,0.08,1,0,1,
49083334,7 Plus Simple Spacious Extended stay,35493459,Antonio,,District 7,32.78189,-96.7094,Entire home/apt,599,1,7,2022-03-30,0.67,2,187,7,
49088402,Cozy House West Dallas,60679446,Alejandro,,District 6,32.78148,-96.8423,Entire home/apt,188,2,62,2022-04-08,6.02,1,214,62,
49089644,King Bed - Close to Bishop Arts and  Uptown Trolly,43042344,Heath,,District 1,32.74852,-96.82449,Entire home/apt,89,5,23,2022-02-27,1.89,93,365,23,
49093544,Private Room on coit and frankford,361048430,Yanju,,District 12,33.00071,-96.77501,Private room,70,3,1,2021-06-13,0.10,1,365,1,
49109338,⚛Ozone℄eaned⌂Kingβed ♛ Near Dee⁋ Ellum7⚛,326354720,Stand Strong HomeStays,,District 14,32.79858,-96.76743,Entire home/apt,130,1,1,2022-01-08,0.32,12,0,1,
